timestamp,aqi,co,no2,o3,pm2_5,pm10
1773324000,3,264.55,0.15,70.58,39.13,45.84
1773327600,3,264.04,0.15,70.71,38.55,45.1
1773331200,3,260.73,0.15,70.23,37.78,44.18
1773334800,3,256.02,0.14,69.76,36.75,43.05
1773338400,3,249.89,0.15,69.21,35.56,41.76
1773342000,3,243.33,0.17,67.51,34.4,40.61
1773345600,3,239.51,0.24,64.36,33.94,40.37
1773349200,3,240.8,0.36,61.59,34.04,40.62
1773352800,3,248.16,0.55,59.59,34.62,41.23
1773356400,3,258.27,0.77,57.83,35.45,42.07
1773360000,3,269.8,0.97,56.38,36.27,42.92
1773363600,3,286.37,1.24,54.49,37.04,43.77
1773367200,3,307.9,1.3,54.13,37.9,44.96
1773370800,3,324.46,1.09,58.44,39.22,46.66
1773374400,3,330.38,0.73,66.2,41.09,48.82
1773378000,3,324.29,0.45,71.97,42.6,50.32
1773381600,3,317.52,0.3,74.72,43.72,51.24
1773385200,3,327.25,0.25,81.83,44.56,51.29
1773388800,3,340.84,0.26,87.79,44.91,50.89
1773392400,3,353.0,0.29,92.25,45.04,50.42
1773396000,3,367.52,0.35,96.33,45.4,50.3
1773399600,3,380.23,0.45,98.91,45.85,50.37
1773403200,3,393.31,0.5,102.25,46.57,50.67
1773406800,3,421.52,0.47,112.94,48.17,51.29
1773410400,4,438.66,0.48,116.64,50.25,53.37
1773414000,4,448.82,0.48,118.98,51.83,55.07
1773417600,4,454.69,0.48,119.8,52.91,56.28
1773421200,4,457.3,0.47,119.24,53.51,56.96
1773424800,4,459.57,0.45,118.69,53.9,57.35
1773428400,4,461.25,0.42,117.71,54.22,57.69
1773432000,4,463.76,0.39,117.21,54.63,58.15
1773435600,4,466.63,0.37,116.71,54.84,58.42
1773439200,4,474.34,0.38,119.65,54.14,57.57
1773442800,4,476.7,0.39,120.77,51.82,54.99
1773446400,3,477.3,0.4,120.83,49.85,52.83
1773450000,3,479.0,0.48,120.91,47.87,50.66
1773453600,3,482.5,0.53,121.9,45.78,48.45
1773457200,3,483.19,0.45,124.85,43.92,46.56
1773460800,3,482.55,0.36,127.29,42.93,45.63
1773464400,3,483.76,0.3,129.35,43.83,46.6
1773468000,3,487.09,0.26,130.21,45.99,48.82
1773471600,3,494.21,0.26,128.77,49.38,52.5
1773475200,4,500.52,0.26,125.81,52.47,55.97
1773478800,4,505.07,0.28,124.66,54.4,57.97
1773482400,4,509.06,0.34,125.36,55.57,59.13
1773486000,4,511.79,0.42,125.18,56.21,59.74
1773489600,4,513.46,0.47,126.07,56.54,59.88
1773493200,3,499.54,0.53,136.95,47.19,49.15
1773496800,3,487.25,0.57,139.92,40.33,41.81
1773500400,3,479.51,0.55,139.72,37.52,38.85
1773504000,3,475.13,0.54,138.87,36.36,37.65
1773507600,3,475.53,0.52,137.98,36.2,37.5
1773511200,3,475.92,0.5,137.39,35.94,37.23
1773514800,3,476.66,0.47,136.79,35.78,37.07
1773518400,3,480.91,0.46,135.74,36.16,37.52
1773522000,3,491.49,0.47,133.63,37.48,39.04
1773525600,3,510.17,0.55,129.49,39.35,41.24
1773529200,3,540.53,0.69,123.01,42.8,45.24
1773532800,3,571.32,0.84,116.36,46.29,49.33
1773536400,3,597.87,1.1,109.85,48.65,52.21
1773540000,3,614.42,1.2,106.39,49.87,53.79
1773543600,4,622.11,1.01,108.22,51.12,55.24
1773547200,4,615.73,0.71,114.13,52.29,56.41
1773550800,4,597.78,0.52,118.82,52.93,56.92
1773554400,4,583.04,0.44,121.85,54.15,58.02
1773558000,4,572.45,0.4,122.89,55.6,59.4
1773561600,4,556.54,0.39,121.96,55.75,59.45
1773565200,4,541.73,0.4,121.03,54.91,58.49
1773568800,4,533.05,0.45,120.07,53.99,57.51
1773572400,4,528.74,0.53,117.57,53.89,57.43
1773576000,4,526.52,0.57,115.82,53.98,57.44
1773579600,3,499.84,0.46,117.77,48.84,51.32
1773583200,3,498.09,0.43,117.1,48.57,51.09
1773586800,3,498.78,0.4,116.2,48.61,51.23
1773590400,3,496.23,0.37,114.91,48.41,51.08
1773594000,3,495.69,0.33,114.12,48.26,50.98
1773597600,3,495.15,0.3,113.48,48.04,50.75
1773601200,3,490.03,0.29,114.64,46.07,48.47
1773604800,3,490.15,0.31,113.69,45.26,47.66
1773608400,3,493.78,0.39,111.83,44.59,47.07
1773612000,3,504.4,0.56,108.16,43.93,46.59
1773615600,3,526.62,0.84,101.9,44.49,47.56
1773619200,3,549.6,1.19,94.34,45.52,49.06
1773622800,3,563.76,1.68,85.43,46.5,50.52
1773626400,3,574.33,1.88,79.05,48.06,52.58
1773630000,4,574.31,1.69,80.16,51.02,56.01
1773633600,4,562.54,1.29,88.34,54.92,60.37
1773637200,4,544.03,0.95,97.45,57.22,62.76
1773640800,4,532.59,0.8,105.38,59.97,65.44
1773644400,4,533.95,0.73,113.07,64.67,70.19
1773648000,4,530.62,0.65,116.1,68.42,73.92
1773651600,4,518.93,0.61,117.03,68.82,73.97
1773655200,4,473.08,0.51,114.68,57.9,61.43
1773658800,4,451.67,0.51,111.74,50.59,53.45
1773662400,3,441.41,0.51,109.55,47.15,49.82
1773666000,3,431.96,0.43,106.64,43.98,46.56
1773669600,3,430.67,0.39,104.66,43.45,46.22
1773673200,3,428.33,0.35,102.74,42.79,45.78
1773676800,3,421.91,0.33,100.25,41.79,44.95
1773680400,3,415.98,0.31,98.22,40.77,44.05
1773684000,3,409.34,0.3,96.5,39.66,42.99
1773687600,3,402.16,0.3,94.29,38.39,41.77
1773691200,3,397.22,0.34,91.58,37.17,40.65
1773694800,3,400.7,0.48,87.37,36.42,40.04
1773698400,3,413.13,0.79,81.22,36.11,39.9
1773702000,3,427.17,1.14,74.71,35.99,39.87
1773705600,3,433.85,1.46,68.86,35.65,39.5
1773709200,3,436.09,1.84,62.52,35.37,39.28
1773712800,3,442.35,1.86,58.46,35.9,40.12
1773716400,3,441.2,1.51,61.27,37.44,42.04
1773720000,3,428.8,1.01,69.07,39.25,44.18
1773723600,3,409.46,0.7,75.87,40.0,44.94
1773727200,3,390.57,0.56,80.32,40.41,45.22
1773730800,3,374.18,0.48,83.32,40.5,45.21
1773734400,3,357.1,0.41,83.4,39.89,44.62
1773738000,3,341.79,0.38,82.13,38.55,43.37
1773741600,3,328.52,0.37,80.1,36.56,41.49
1773745200,3,315.51,0.38,77.1,33.9,38.89
1773748800,3,303.52,0.37,74.16,31.03,35.78
1773752400,3,294.28,0.31,73.01,28.45,32.46
1773756000,3,291.29,0.3,70.95,27.1,31.05
1773759600,3,287.95,0.31,68.74,25.82,29.76
1773763200,2,284.81,0.35,66.5,24.67,28.67
1773766800,2,287.1,0.45,63.78,24.1,28.48
1773770400,2,296.08,0.66,60.74,23.76,28.54
1773774000,2,306.33,0.95,56.9,23.36,28.38
1773777600,2,318.54,1.21,53.4,23.24,28.33
1773781200,2,330.42,1.4,50.35,23.31,28.35
1773784800,2,341.75,1.53,47.46,23.49,28.4
1773788400,2,353.25,1.63,44.7,23.83,28.64
1773792000,2,361.95,1.67,42.12,24.25,28.98
1773795600,2,367.2,1.68,40.44,24.43,29.13
1773799200,3,377.47,1.46,41.5,25.12,29.95
1773802800,3,388.04,1.21,48.07,26.6,31.64
1773806400,3,397.97,0.94,58.46,29.0,34.41
1773810000,3,399.52,0.75,67.74,31.67,37.42
1773813600,3,395.12,0.65,75.61,34.57,40.48
1773817200,3,392.64,0.6,82.79,37.92,44.03
1773820800,3,385.1,0.53,85.81,40.16,46.45
1773824400,3,368.52,0.48,85.91,39.64,45.94
1773828000,3,339.28,0.43,82.85,34.89,40.72
1773831600,3,316.86,0.42,77.53,30.56,36.26
1773835200,3,294.76,0.41,71.61,26.06,31.5
1773838800,2,272.27,0.34,67.54,21.86,26.74
1773842400,2,258.49,0.33,64.45,19.14,23.82
1773846000,2,249.92,0.39,61.72,16.94,21.47
1773849600,2,243.1,0.53,58.95,14.61,18.89
1773853200,2,253.78,0.75,55.17,14.32,18.93
1773856800,2,269.96,1.01,51.29,14.63,19.51
1773860400,2,283.5,1.24,47.17,14.99,19.93
1773864000,2,291.02,1.35,44.22,15.27,20.1
1773867600,2,291.85,1.35,42.59,15.42,20.07
1773871200,2,290.41,1.32,41.46,15.43,19.91
1773874800,2,289.54,1.27,40.77,15.46,19.83
1773878400,2,286.19,1.2,40.61,15.38,19.7
1773882000,2,285.72,1.15,40.74,15.28,19.65
1773885600,2,288.5,0.96,42.24,15.52,20.11
1773889200,2,294.44,0.8,47.06,16.23,21.19
1773892800,2,301.96,0.63,53.53,17.75,23.32
1773896400,2,304.0,0.5,59.04,19.84,26.08
1773900000,2,301.47,0.42,63.25,22.06,28.91
1773903600,2,297.1,0.36,65.91,23.89,31.62
1773907200,2,286.34,0.3,65.03,24.43,33.18
1773910800,2,270.7,0.25,62.87,23.63,33.1
1773914400,2,251.73,0.22,60.82,21.35,30.71
1773918000,2,236.02,0.22,57.76,18.94,28.54
1773921600,2,223.63,0.23,54.99,16.77,26.48
1773925200,2,214.81,0.23,53.29,15.29,24.9
1773928800,2,210.43,0.25,52.73,14.54,24.18
1773932400,2,209.54,0.31,52.66,14.26,23.95
1773936000,2,212.02,0.4,52.52,14.34,23.95
1773939600,2,216.67,0.49,51.99,14.59,24.09
1773943200,2,222.2,0.59,51.3,14.85,24.12
1773946800,2,226.52,0.67,50.23,15.0,23.9
1773950400,2,231.03,0.75,49.39,15.14,23.69
1773954000,2,235.03,0.83,48.21,15.1,23.26
1773957600,2,238.63,0.9,46.22,14.75,22.44
1773961200,2,240.61,0.91,44.3,14.19,21.44
1773964800,2,242.41,0.89,42.56,13.51,20.4
1773968400,2,246.46,0.93,40.74,13.01,19.69
1773972000,2,253.63,0.87,39.75,12.81,19.52
1773975600,2,260.42,0.71,41.15,12.75,19.61
1773979200,2,263.91,0.48,44.4,12.98,20.14
1773982800,2,263.93,0.35,46.73,13.4,21.07
1773986400,2,261.84,0.27,48.33,14.06,22.42
1773990000,2,259.17,0.22,49.27,14.68,24.01
1773993600,2,252.06,0.18,48.39,14.81,25.05
1773997200,2,242.88,0.14,47.18,14.37,24.79
1774000800,2,232.6,0.11,47.07,13.53,22.68
1774004400,2,225.92,0.12,46.99,13.06,21.92
1774008000,2,221.52,0.15,47.13,12.76,21.52
1774011600,2,219.14,0.18,47.33,12.6,21.31
1774015200,2,219.31,0.24,47.45,12.58,21.31
1774018800,2,223.51,0.36,47.56,12.74,21.44
1774022400,2,231.59,0.55,47.0,12.96,21.66
1774026000,2,244.99,0.8,46.0,13.36,22.14
1774029600,2,262.28,1.1,44.59,13.83,22.57
1774033200,2,275.39,1.37,42.83,13.97,22.48
1774036800,2,278.86,1.44,41.29,13.67,21.87
1774040400,2,276.0,1.37,40.09,13.14,20.96
1774044000,2,270.66,1.27,38.89,12.51,19.88
1774047600,2,270.24,1.23,37.27,12.04,19.01
1774051200,2,270.17,1.18,35.95,11.62,18.21
1774054800,2,272.29,1.14,34.66,11.39,17.69
1774058400,2,280.48,0.97,35.68,11.57,17.8
1774062000,2,290.07,0.81,41.05,12.28,18.53
1774065600,2,296.01,0.61,48.57,13.65,19.98
1774069200,2,297.27,0.44,53.99,15.4,21.82
1774072800,2,295.37,0.35,56.68,17.13,23.69
1774076400,2,292.8,0.29,57.11,18.2,25.03
1774080000,2,285.37,0.24,54.56,17.92,24.87
1774083600,2,274.48,0.19,50.51,16.29,23.12
1774087200,2,257.06,0.14,46.22,13.26,19.58
1774090800,2,247.38,0.12,44.33,11.6,17.6
1774094400,2,235.96,0.11,46.93,10.62,15.96
1774098000,1,226.49,0.1,50.97,9.99,14.54
1774101600,1,233.31,0.1,47.93,9.61,14.32
1774105200,1,240.85,0.11,45.01,9.34,14.16
1774108800,1,246.51,0.12,42.65,9.2,14.04
1774112400,1,253.44,0.16,40.78,9.14,13.99
1774116000,1,263.55,0.28,38.79,9.21,14.05
1774119600,1,271.39,0.45,37.63,9.39,13.99
1774123200,1,279.05,0.6,36.42,9.79,14.3
1774126800,2,283.92,0.7,35.97,10.23,14.58
1774130400,2,286.26,0.74,36.07,10.6,14.72
1774134000,2,287.13,0.71,36.81,11.03,14.91
1774137600,2,288.01,0.65,37.63,11.5,15.17
1774141200,2,292.14,0.67,37.46,11.93,15.55
1774144800,2,306.58,0.71,38.1,12.52,16.31
1774148400,2,325.2,0.75,42.72,13.71,17.72
1774152000,2,342.38,0.66,51.18,15.75,19.99
1774155600,2,346.17,0.5,58.19,17.92,22.32
1774159200,2,346.09,0.41,62.59,20.1,24.66
1774162800,2,344.3,0.35,65.07,22.08,26.98
1774166400,2,337.29,0.29,63.58,22.9,28.32
1774170000,2,323.65,0.24,59.09,22.08,27.99
1774173600,2,306.76,0.19,53.53,19.81,25.68
1774177200,2,295.69,0.18,48.53,17.65,23.54
1774180800,2,289.15,0.18,44.54,15.5,21.25
1774184400,2,285.8,0.17,41.15,13.37,18.7
1774188000,2,287.76,0.2,39.05,11.6,16.73
1774191600,2,295.32,0.32,37.72,10.15,14.97
1774195200,1,307.95,0.51,36.68,9.19,13.62
1774198800,1,320.78,0.7,36.1,8.85,13.11
1774202400,1,332.24,0.87,36.5,8.83,12.83
1774206000,1,337.22,0.98,37.72,8.9,12.6
1774209600,1,338.52,1.01,40.16,9.03,12.56
1774213200,1,337.35,1.01,43.18,9.2,12.65
1774216800,1,334.83,1.01,46.06,9.39,12.84
1774220400,1,334.15,1.03,48.65,9.63,13.2
1774224000,1,333.82,1.06,51.17,9.83,13.6
1774227600,1,334.05,1.11,53.04,9.92,13.98
1774231200,2,337.66,1.0,55.63,10.17,14.57
1774234800,2,341.96,0.83,61.26,10.82,15.54
1774238400,2,343.8,0.63,69.08,12.08,17.07
1774242000,2,335.86,0.51,77.0,13.9,18.95
1774245600,2,327.96,0.48,84.48,16.53,21.63
1774249200,2,324.59,0.48,91.57,19.79,25.33
1774252800,2,317.35,0.44,94.5,22.07,28.33
1774256400,2,309.06,0.42,94.9,22.98,30.02
1774260000,2,300.81,0.44,93.89,22.74,30.41
1774263600,2,292.26,0.51,90.73,21.65,29.88
1774267200,2,280.56,0.56,88.83,20.02,28.58
1774270800,2,264.31,0.52,91.35,18.39,26.34
1774274400,2,257.49,0.56,90.96,17.65,25.37
1774278000,2,254.15,0.63,91.39,17.44,24.95
1774281600,2,252.99,0.74,92.3,17.8,25.05
1774285200,2,259.95,0.94,93.62,19.01,25.93
1774288800,2,269.56,1.14,96.36,20.84,27.24
1774292400,2,273.59,1.24,99.57,22.61,28.58
1774296000,3,276.74,1.24,100.67,23.75,29.68
1774299600,2,279.91,1.21,99.44,24.34,30.45
1774303200,2,280.97,1.18,97.22,24.51,30.89
1774306800,2,282.75,1.14,95.91,24.75,31.36
1774310400,3,281.71,1.09,95.97,25.15,31.92
1774314000,3,278.92,1.18,97.04,25.64,32.51
1774317600,3,279.32,1.07,99.13,26.48,33.52
1774321200,3,280.78,0.78,103.18,27.93,35.09
1774324800,3,283.69,0.53,106.27,30.18,37.62
1774328400,3,283.47,0.42,106.6,32.83,40.62
1774332000,3,282.19,0.38,106.55,35.39,43.47
1774335600,3,281.64,0.35,106.57,37.54,46.32
1774339200,3,275.19,0.3,102.84,38.1,48.17
1774342800,3,263.86,0.26,99.71,37.11,48.78
1774346400,3,249.16,0.24,98.87,34.73,46.95
1774350000,3,237.69,0.28,98.66,32.43,45.23
1774353600,3,229.36,0.33,100.39,30.88,43.67
1774357200,3,225.45,0.36,104.17,30.33,42.0
1774360800,3,229.64,0.43,107.24,31.42,42.46
1774364400,3,241.68,0.57,110.17,33.41,43.69
1774368000,3,257.68,0.7,112.38,35.99,45.53
1774371600,3,277.86,0.79,113.97,39.21,48.5
1774375200,3,294.46,0.81,116.32,42.25,51.13
1774378800,3,301.27,0.76,118.62,44.07,52.4
1774382400,3,302.8,0.7,120.56,44.98,52.95
1774386000,3,303.98,0.67,120.91,45.45,53.28
1774389600,3,306.73,0.67,119.66,45.91,53.79
1774393200,3,311.41,0.71,117.86,46.53,54.7
1774396800,3,314.69,0.75,116.51,47.01,55.66
1774400400,3,318.25,0.97,113.71,47.05,56.23
1774404000,3,327.75,1.06,110.24,47.3,56.95
1774407600,3,336.17,0.87,110.02,48.02,57.9
1774411200,3,340.08,0.61,111.77,49.44,59.49
1774414800,4,336.34,0.46,112.97,50.84,60.86
1774418400,4,330.17,0.41,114.16,52.41,62.26
1774422000,4,327.44,0.38,115.29,54.17,64.05
1774425600,4,318.34,0.34,113.37,54.27,64.36
1774429200,4,303.33,0.31,109.95,52.17,62.56
1774432800,3,284.43,0.29,106.64,47.83,58.47
1774436400,3,267.88,0.3,101.93,43.19,54.36
1774440000,3,254.09,0.31,97.29,38.47,49.98
1774443600,3,243.9,0.3,94.71,34.35,45.49
1774447200,3,240.11,0.34,92.34,31.65,42.83
1774450800,3,243.31,0.44,90.56,29.95,41.04
1774454400,3,252.48,0.6,89.15,29.19,40.03
1774458000,3,264.51,0.75,88.03,29.26,39.8
1774461600,3,277.81,0.87,87.21,29.77,39.83
1774465200,3,287.56,0.94,86.28,30.48,39.93
1774468800,3,294.99,0.96,86.7,31.59,40.68
1774472400,3,300.31,0.94,87.42,32.8,41.75
1774476000,3,302.72,0.91,87.95,34.01,42.99
1774479600,3,304.33,0.87,89.07,35.56,44.81
1774483200,3,304.52,0.84,90.87,37.53,47.25
1774486800,3,307.94,0.97,91.06,39.42,49.66
1774490400,3,317.04,0.98,90.18,41.25,52.01
1774494000,3,325.76,0.8,91.94,43.6,54.78
1774497600,3,333.02,0.57,95.65,46.9,58.5
1774501200,4,336.38,0.43,98.29,50.69,62.69
1774504800,4,336.21,0.37,99.64,54.51,66.9
1774508400,4,332.52,0.32,99.94,57.67,70.75
1774512000,4,320.09,0.29,97.3,58.59,72.51
1774515600,4,301.76,0.26,94.23,56.95,71.65
1774519200,4,279.18,0.25,92.8,53.14,68.36
1774522800,3,263.12,0.27,90.63,49.77,65.66
1774526400,3,251.6,0.31,89.29,47.01,63.51
1774530000,3,245.38,0.35,88.78,45.09,62.04
1774533600,3,243.04,0.39,87.55,43.85,61.35
1774537200,3,242.28,0.44,86.24,42.67,60.66
1774540800,3,242.44,0.48,84.73,41.56,59.82
1774544400,3,247.02,0.56,83.22,40.83,59.1
1774548000,3,257.05,0.69,80.97,40.32,58.33
1774551600,3,268.18,0.85,77.6,39.61,57.13
1774555200,3,276.92,0.95,74.53,38.69,55.7
1774558800,3,282.17,1.04,71.99,37.56,54.01
1774562400,3,282.44,1.1,70.17,36.14,51.93
1774566000,3,280.54,1.14,69.24,34.9,50.26
1774569600,3,275.47,1.13,68.69,33.73,48.83
1774573200,3,274.06,1.25,67.33,32.87,47.83
1774576800,3,278.77,1.18,66.6,32.77,47.92
1774580400,3,283.82,0.92,69.94,33.5,48.91
1774584000,3,286.66,0.64,75.65,35.36,51.06
1774587600,3,284.12,0.45,79.52,37.89,53.8
1774591200,3,279.84,0.35,81.51,40.56,56.73
1774594800,3,272.76,0.3,81.23,42.18,58.88
1774598400,3,258.36,0.24,77.58,41.61,58.93
1774602000,3,239.65,0.2,73.65,39.29,57.08
1774605600,3,221.18,0.17,70.83,36.23,54.01
1774609200,3,210.23,0.17,67.4,33.85,51.88
1774612800,3,202.58,0.19,64.95,32.03,50.2
1774616400,3,199.33,0.21,64.15,30.88,48.82
1774620000,3,200.5,0.27,63.74,30.44,48.04
1774623600,3,209.34,0.41,63.47,30.44,47.52
1774627200,3,222.62,0.59,63.31,30.61,47.04
1774630800,3,234.59,0.74,63.08,30.87,46.84
1774634400,3,245.18,0.86,63.15,31.12,46.66
1774638000,3,253.53,0.93,63.38,31.37,46.37
1774641600,3,262.44,1.0,63.98,31.83,46.36
1774645200,3,270.13,1.05,64.43,32.32,46.37
1774648800,3,275.03,1.09,64.66,32.65,46.16
1774652400,3,276.43,1.09,65.5,33.08,45.99
1774656000,3,274.65,1.08,66.86,33.46,45.81
1774659600,3,275.45,1.24,66.66,33.81,45.73
1774663200,3,282.69,1.21,65.94,34.43,46.23
1774666800,3,288.51,0.96,69.22,35.64,47.44
1774670400,3,293.06,0.66,75.01,37.84,49.75
1774674000,3,293.15,0.47,79.44,40.64,52.72
1774677600,3,290.8,0.38,81.68,43.45,55.73
1774681200,3,286.07,0.32,82.13,45.46,58.23
1774684800,3,274.44,0.27,78.79,45.44,58.88
1774688400,3,258.67,0.23,74.85,43.73,57.68
1774692000,3,242.64,0.2,72.49,41.33,55.29
1774695600,3,231.04,0.2,69.67,39.01,53.04
1774699200,3,221.86,0.2,67.9,36.96,50.9
1774702800,3,214.81,0.19,68.08,35.6,49.28
1774706400,3,210.93,0.19,68.12,34.75,48.45
1774710000,3,208.97,0.21,67.94,34.24,48.01
1774713600,3,209.26,0.26,68.27,34.08,47.84
1774717200,3,212.85,0.33,68.38,34.37,48.23
1774720800,3,222.05,0.45,67.96,34.96,48.86
1774724400,3,234.83,0.62,67.42,35.81,49.56
1774728000,3,248.43,0.77,67.43,36.77,50.17
1774731600,3,259.26,0.9,68.03,37.58,50.54
1774735200,3,266.31,0.99,68.43,38.0,50.42
1774738800,3,271.32,1.05,68.32,38.34,50.24
1774742400,3,272.48,1.07,67.76,38.51,49.82
1774746000,3,275.35,1.2,65.8,38.46,49.19
1774749600,3,280.63,1.11,65.12,38.74,49.21
1774753200,3,282.73,0.85,68.65,39.47,49.77
1774756800,3,282.03,0.58,74.36,41.04,51.27
1774760400,3,277.49,0.4,77.81,43.21,53.47
1774764000,3,271.56,0.32,79.22,45.55,55.95
1774767600,3,262.77,0.27,78.95,46.98,57.77
1774771200,3,248.34,0.23,76.42,46.55,57.96
1774774800,3,231.87,0.2,73.67,44.79,56.99
1774778400,3,216.53,0.19,71.59,42.46,55.53
1774782000,3,204.36,0.2,68.77,40.43,54.36
1774785600,3,194.98,0.22,66.83,38.72,53.08
1774789200,3,189.99,0.23,67.08,37.87,52.26
1774792800,3,189.23,0.26,67.79,37.96,52.7
1774796400,3,192.65,0.34,68.88,38.53,53.44
1774800000,3,199.73,0.47,69.58,39.24,54.05
1774803600,3,208.72,0.6,70.29,40.09,54.59
1774807200,3,219.11,0.72,70.84,40.96,54.98
1774810800,3,228.11,0.79,71.62,41.87,55.43
1774814400,3,235.71,0.83,72.09,42.83,56.11
1774818000,3,241.73,0.83,72.56,43.72,56.76
1774821600,3,247.56,0.85,73.23,44.56,57.42
1774825200,3,255.67,0.93,73.35,45.54,58.3
1774828800,3,263.26,1.01,73.16,46.41,59.01
1774832400,3,276.51,1.26,70.92,47.0,59.33
1774836000,3,294.82,1.3,69.94,48.02,60.14
1774839600,3,309.58,1.09,74.6,49.98,61.91
1774843200,4,318.38,0.79,82.11,53.65,65.5
1774846800,4,316.69,0.55,86.91,58.15,69.96
1774850400,4,308.35,0.43,89.07,62.13,74.12
1774854000,4,293.31,0.35,88.52,63.52,75.92
1774857600,4,276.14,0.3,85.32,62.56,75.44
1774861200,4,255.71,0.26,81.09,59.64,73.21
1774864800,4,236.46,0.24,76.81,55.85,70.19
1774868400,4,219.37,0.24,71.93,51.71,66.6
1774872000,3,205.22,0.24,68.69,48.13,63.17
1774875600,3,194.58,0.21,68.97,45.79,60.33
1774879200,3,191.48,0.21,68.0,45.0,59.8
1774882800,3,191.34,0.23,67.62,44.95,60.0
1774886400,3,192.05,0.26,68.36,45.33,60.3
1774890000,3,195.01,0.31,69.55,46.09,60.75
1774893600,3,200.61,0.39,69.98,46.91,61.05
1774897200,3,206.92,0.49,69.29,47.47,60.97
1774900800,3,212.91,0.58,68.08,48.02,61.1
1774904400,3,218.74,0.67,66.71,48.48,61.25
1774908000,3,223.88,0.76,65.27,48.73,61.13
1774911600,3,229.21,0.86,64.28,49.09,61.12
1774915200,3,234.73,0.98,63.29,49.43,61.1
1774918800,3,243.0,1.18,60.95,49.73,61.07
1774922400,4,255.56,1.15,60.42,50.48,61.76
1774926000,4,266.16,0.96,64.94,52.05,63.27
1774929600,4,274.95,0.71,72.54,55.02,66.23
1774933200,4,278.44,0.54,78.45,58.74,69.92
1774936800,4,278.41,0.45,82.4,62.42,73.71
1774940400,4,275.38,0.4,84.45,64.93,76.71
1774944000,4,263.76,0.34,82.37,64.44,77.06
1774947600,4,243.99,0.29,78.5,61.34,75.0
1774951200,4,223.45,0.24,75.54,57.1,71.5
1774954800,4,209.22,0.23,72.04,53.47,68.92
1774958400,4,198.64,0.24,70.49,50.3,66.53
1774962000,3,192.45,0.26,71.64,47.88,64.12
1774965600,3,192.04,0.31,73.33,46.52,62.64
1774969200,3,195.83,0.39,74.2,45.87,61.7
1774972800,3,202.15,0.5,73.83,45.55,60.87
1774976400,3,208.57,0.58,72.89,45.58,60.4
1774980000,3,214.49,0.65,71.65,45.69,59.95
1774983600,3,216.69,0.69,69.93,45.56,59.21
1774987200,3,215.33,0.66,68.8,45.41,58.52
1774990800,3,212.21,0.62,67.89,44.98,57.64
1774994400,3,207.13,0.58,67.27,44.04,56.28
1774998000,3,203.41,0.57,66.95,43.06,54.96
1775001600,3,200.58,0.58,66.4,41.95,53.5
1775005200,3,201.75,0.69,64.87,40.94,52.23
1775008800,3,210.8,0.76,63.72,40.75,52.13
1775012400,3,223.68,0.74,65.67,41.25,52.79
1775016000,3,238.54,0.66,70.43,43.12,55.0
1775019600,3,250.43,0.59,75.0,46.17,58.61
1775023200,3,256.32,0.53,78.72,49.46,62.7
1775026800,4,254.5,0.48,80.38,51.41,65.81
1775030400,4,244.31,0.42,77.91,50.49,65.97
1775034000,3,228.57,0.38,74.4,47.33,63.39
1775037600,3,209.84,0.36,71.53,42.59,58.05
1775041200,3,199.07,0.42,68.4,38.62,53.85
1775044800,3,192.64,0.55,65.27,35.4,50.39
1775048400,3,191.54,0.67,62.7,33.27,47.94
1775052000,3,198.91,0.89,61.13,32.15,46.44
1775055600,3,214.13,1.23,59.49,31.71,45.51
1775059200,3,228.74,1.55,57.4,31.23,44.17
1775062800,3,242.2,1.85,54.56,31.15,43.79
1775066400,3,254.12,2.12,51.41,31.09,43.55
1775070000,3,260.89,2.28,48.39,30.71,42.99
1775073600,3,264.22,2.35,46.51,30.35,42.61
1775077200,3,266.16,2.39,45.41,29.88,42.13
1775080800,3,267.07,2.41,44.62,29.29,41.47
1775084400,3,269.04,2.47,43.94,28.82,41.0
1775088000,3,269.96,2.5,43.48,28.28,40.48
1775091600,3,278.77,2.62,42.77,28.12,40.31
1775095200,3,297.2,2.37,44.5,29.05,41.45
1775098800,3,312.8,2.0,53.89,32.55,45.3
1775102400,3,324.1,1.43,68.1,40.76,54.1
1775106000,3,327.96,0.98,78.77,49.79,63.81
1775109600,4,325.86,0.73,84.92,55.83,70.54
1775113200,4,315.26,0.58,86.75,57.3,72.87
1775116800,4,290.28,0.47,83.09,53.83,70.38
1775120400,3,255.96,0.38,77.49,47.12,64.36
1775124000,3,218.1,0.31,72.34,38.39,55.33
1775127600,3,195.43,0.32,67.93,32.59,49.51
1775131200,3,181.83,0.39,64.34,28.66,45.51
1775134800,3,178.03,0.48,62.41,26.59,43.14
1775138400,3,185.07,0.69,61.47,25.99,41.97
1775142000,3,198.75,0.97,60.97,25.9,40.85
1775145600,3,213.09,1.22,60.51,25.95,39.72
1775149200,3,227.07,1.44,59.63,26.25,39.36
1775152800,3,238.64,1.6,58.45,26.58,39.19
1775156400,3,241.17,1.63,57.24,26.63,38.69
1775160000,3,239.89,1.61,56.74,26.59,38.23
1775163600,3,240.53,1.67,56.09,26.5,37.9
1775167200,3,243.33,1.81,54.78,26.28,37.53
1775170800,3,246.71,1.96,53.17,25.94,37.1
1775174400,3,247.63,2.09,51.56,25.37,36.42
1775178000,3,253.29,2.17,50.02,25.03,36.05
1775181600,3,264.74,1.97,51.42,25.59,36.88
